NumericID,Name_Master,configID,Name_Config,name,Category,SubCategory
DETAIL-002963,Concrete,concrete-50%-ggbs-cement-replacement,50% ggbs cement replacement,With total cementitious content of 480 kg per m3 of concrete,Materials,Construction
DETAIL-003058,Concrete,concrete-50%-ggbs-cement-replacement,50% ggbs cement replacement,With total cementitious content of 500 kg per m3 of concrete,Materials,Construction
DETAIL-001300,Concrete,concrete-70%-ggbs-cement-replacement,70% ggbs cement replacement,With total cementitious content of 100 kg per m3 of concrete,Materials,Construction
DETAIL-001443,Concrete,concrete-70%-ggbs-cement-replacement,70% ggbs cement replacement,With total cementitious content of 120 kg per m3 of concrete,Materials,Construction
DETAIL-001466,Concrete,concrete-70%-ggbs-cement-replacement,70% ggbs cement replacement,With total cementitious content of 140 kg per m3 of concrete,Materials,Construction
DETAIL-001473,Concrete,concrete-70%-ggbs-cement-replacement,70% ggbs cement replacement,With total cementitious content of 160 kg per m3 of concrete,Materials,Construction
DETAIL-001512,Concrete,concrete-70%-ggbs-cement-replacement,70% ggbs cement replacement,With total cementitious content of 180 kg per m3 of concrete,Materials,Construction
DETAIL-001661,Concrete,concrete-70%-ggbs-cement-replacement,70% ggbs cement replacement,With total cementitious content of 200 kg per m3 of concrete,Materials,Construction
DETAIL-001667,Concrete,concrete-70%-ggbs-cement-replacement,70% ggbs cement replacement,With total cementitious content of 220 kg per m3 of concrete,Materials,Construction
DETAIL-001846,Concrete,concrete-70%-ggbs-cement-replacement,70% ggbs cement replacement,With total cementitious content of 240 kg per m3 of concrete,Materials,Construction
DETAIL-001980,Concrete,concrete-70%-ggbs-cement-replacement,70% ggbs cement replacement,With total cementitious content of 260 kg per m3 of concrete,Materials,Construction
DETAIL-002194,Concrete,concrete-70%-ggbs-cement-replacement,70% ggbs cement replacement,With total cementitious content of 280 kg per m3 of concrete,Materials,Construction
DETAIL-002206,Concrete,concrete-70%-ggbs-cement-replacement,70% ggbs cement replacement,With total cementitious content of 300 kg per m3 of concrete,Materials,Construction
DETAIL-002216,Concrete,concrete-70%-ggbs-cement-replacement,70% ggbs cement replacement,With total cementitious content of 320 kg per m3 of concrete,Materials,Construction
DETAIL-002242,Concrete,concrete-70%-ggbs-cement-replacement,70% ggbs cement replacement,With total cementitious content of 340 kg per m3 of concrete,Materials,Construction
DETAIL-002368,Concrete,concrete-70%-ggbs-cement-replacement,70% ggbs cement replacement,With total cementitious content of 360 kg per m3 of concrete,Materials,Construction
DETAIL-002470,Concrete,concrete-70%-ggbs-cement-replacement,70% ggbs cement replacement,With total cementitious content of 380 kg per m3 of concrete,Materials,Construction
DETAIL-002478,Concrete,concrete-70%-ggbs-cement-replacement,70% ggbs cement replacement,With total cementitious content of 400 kg per m3 of concrete,Materials,Construction
DETAIL-002745,Concrete,concrete-70%-ggbs-cement-replacement,70% ggbs cement replacement,With total cementitious content of 420 kg per m3 of concrete,Materials,Construction
DETAIL-002812,Concrete,concrete-70%-ggbs-cement-replacement,70% ggbs cement replacement,With total cementitious content of 440 kg per m3 of concrete,Materials,Construction
DETAIL-002901,Concrete,concrete-70%-ggbs-cement-replacement,70% ggbs cement replacement,With total cementitious content of 460 kg per m3 of concrete,Materials,Construction
DETAIL-002964,Concrete,concrete-70%-ggbs-cement-replacement,70% ggbs cement replacement,With total cementitious content of 480 kg per m3 of concrete,Materials,Construction
DETAIL-003059,Concrete,concrete-70%-ggbs-cement-replacement,70% ggbs cement replacement,With total cementitious content of 500 kg per m3 of concrete,Materials,Construction
DETAIL-001412,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,With total cementitious content of 100 kg per m3 of concrete,Materials,Construction
DETAIL-001457,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,With total cementitious content of 120 kg per m3 of concrete,Materials,Construction
DETAIL-001468,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,With total cementitious content of 140 kg per m3 of concrete,Materials,Construction
DETAIL-001474,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,With total cementitious content of 160 kg per m3 of concrete,Materials,Construction
DETAIL-001580,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,With total cementitious content of 180 kg per m3 of concrete,Materials,Construction
DETAIL-001662,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,With total cementitious content of 200 kg per m3 of concrete,Materials,Construction
DETAIL-001668,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,With total cementitious content of 220 kg per m3 of concrete,Materials,Construction
DETAIL-001913,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,With total cementitious content of 240 kg per m3 of concrete,Materials,Construction
DETAIL-001981,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,With total cementitious content of 260 kg per m3 of concrete,Materials,Construction
DETAIL-002201,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,With total cementitious content of 280 kg per m3 of concrete,Materials,Construction
DETAIL-002207,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,With total cementitious content of 300 kg per m3 of concrete,Materials,Construction
DETAIL-002230,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,With total cementitious content of 320 kg per m3 of concrete,Materials,Construction
DETAIL-002243,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,With total cementitious content of 340 kg per m3 of concrete,Materials,Construction
DETAIL-002369,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,With total cementitious content of 360 kg per m3 of concrete,Materials,Construction
DETAIL-002471,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,With total cementitious content of 380 kg per m3 of concrete,Materials,Construction
DETAIL-002479,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,With total cementitious content of 400 kg per m3 of concrete,Materials,Construction
DETAIL-002746,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,With total cementitious content of 420 kg per m3 of concrete,Materials,Construction
DETAIL-002813,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,With total cementitious content of 440 kg per m3 of concrete,Materials,Construction
DETAIL-002902,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,With total cementitious content of 460 kg per m3 of concrete,Materials,Construction
DETAIL-002965,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,With total cementitious content of 480 kg per m3 of concrete,Materials,Construction
DETAIL-003064,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,With total cementitious content of 500 kg per m3 of concrete,Materials,Construction
DETAIL-000944,Concrete,concrete-ordinary-portland-cement-opc-concrete,Ordinary Portland Cement (OPC) concrete,1:1:2 (cement:sand:aggregate),Materials,Construction
DETAIL-000942,Concrete,concrete-ordinary-portland-cement-opc-concrete,Ordinary Portland Cement (OPC) concrete,1:1.5:3 (cement:sand:aggregate),Materials,Construction
DETAIL-000948,Concrete,concrete-ordinary-portland-cement-opc-concrete,Ordinary Portland Cement (OPC) concrete,1:2:4 (cement:sand:aggregate),Materials,Construction
DETAIL-000946,Concrete,concrete-ordinary-portland-cement-opc-concrete,Ordinary Portland Cement (OPC) concrete,1:2.5:5 (cement:sand:aggregate),Materials,Construction
DETAIL-000950,Concrete,concrete-ordinary-portland-cement-opc-concrete,Ordinary Portland Cement (OPC) concrete,1:3:6 (cement:sand:aggregate),Materials,Construction
DETAIL-000952,Concrete,concrete-ordinary-portland-cement-opc-concrete,Ordinary Portland Cement (OPC) concrete,1:4:8 (cement:sand:aggregate),Materials,Construction
DETAIL-000945,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,1:1:2 (cement:sand:aggregate),Materials,Construction
DETAIL-000943,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,1:1.5:3 (cement:sand:aggregate),Materials,Construction
DETAIL-000949,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,1:2:4 (cement:sand:aggregate),Materials,Construction
DETAIL-000947,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,1:2.5:5 (cement:sand:aggregate),Materials,Construction
DETAIL-000951,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,1:3:6 (cement:sand:aggregate),Materials,Construction
DETAIL-000953,Concrete,concrete-average-uk-cement-replacement-rate,Average UK cement replacement rate,1:4:8 (cement:sand:aggregate),Materials,Construction
DETAIL-000981,Concrete,concrete-pre-cast,Pre-Cast,Concrete pipe,Materials,Construction
DETAIL-000982,Concrete,concrete-pre-cast,Pre-Cast,Concrete pipe,Materials,Construction
DETAIL-000980,Concrete,concrete-pre-cast,Pre-Cast,Concrete paving,Materials,Construction
DETAIL-000979,Concrete,concrete-pre-cast,Pre-Cast,"Block, medium density solid",Materials,Construction
DETAIL-000978,Concrete,concrete-pre-cast,Pre-Cast,"Block, high density solid",Materials,Construction
DETAIL-000976,Concrete,concrete-pre-cast,Pre-Cast,Beams and columns - steel reinforced,Materials,Construction
DETAIL-000974,Concrete,concrete-pre-cast,Pre-Cast,AAC concrete block,Materials,Construction
DETAIL-000971,Concrete,concrete-block-wall,Block wall,"75 mm thickness wall, single skin concrete block, solid, medium density, average strength",Materials,Construction
DETAIL-000973,Concrete,concrete-block-wall,Block wall,"90 mm thickness wall, single skin concrete block, solid, medium density, average strength",Materials,Construction
DETAIL-000957,Concrete,concrete-block-wall,Block wall,"100 mm thickness wall, single skin concrete block, solid, medium density, average strength",Materials,Construction
DETAIL-000962,Concrete,concrete-block-wall,Block wall,"140 mm thickness wall, single skin concrete block, solid, medium density, average strength",Materials,Construction
DETAIL-000966,Concrete,concrete-block-wall,Block wall,"190 mm thickness wall, single skin concrete block, solid, medium density, average strength",Materials,Construction
DETAIL-000970,Concrete,concrete-block-wall,Block wall,"75 mm thickness wall, single skin concrete block, solid, high density, average strength",Materials,Construction
DETAIL-000972,Concrete,concrete-block-wall,Block wall,"90 mm thickness wall, single skin concrete block, solid, high density, average strength",Materials,Construction
DETAIL-000956,Concrete,concrete-block-wall,Block wall,"100 mm thickness wall, single skin concrete block, solid, high density, average strength",Materials,Construction
DETAIL-000961,Concrete,concrete-block-wall,Block wall,"140 mm thickness wall, single skin concrete block, solid, high density, average strength",Materials,Construction
DETAIL-000965,Concrete,concrete-block-wall,Block wall,"190 mm thickness wall, single skin concrete block, solid, high density, average strength",Materials,Construction
DETAIL-000969,Concrete,concrete-block-wall,Block wall,"215 mm thickness wall, single skin concrete block, solid, high density, average strength",Materials,Construction
DETAIL-000955,Concrete,concrete-block-wall,Block wall,"100 mm thickness wall, single skin concrete block, cellular, high density, average strength",Materials,Construction
DETAIL-000959,Concrete,concrete-block-wall,Block wall,"140 mm thickness wall, single skin concrete block, cellular, high density, average strength",Materials,Construction
DETAIL-000960,Concrete,concrete-block-wall,Block wall,"140 mm thickness wall, single skin concrete block, hollowcore, high density, average strength",Materials,Construction
DETAIL-000964,Concrete,concrete-block-wall,Block wall,"190 mm thickness wall, single skin concrete block, hollowcore, high density, average strength",Materials,Construction
DETAIL-000968,Concrete,concrete-block-wall,Block wall,"215 mm thickness wall, single skin concrete block, hollowcore, high density, average strength",Materials,Construction
DETAIL-000954,Concrete,concrete-block-wall,Block wall,"100 mm thickness wall, single skin AAC concrete block, average strength",Materials,Construction
DETAIL-000958,Concrete,concrete-block-wall,Block wall,"140 mm thickness wall, single skin AAC concrete block, average strength",Materials,Construction
DETAIL-000963,Concrete,concrete-block-wall,Block wall,"150 mm thickness wall, single skin AAC concrete block, average strength",Materials,Construction
DETAIL-000967,Concrete,concrete-block-wall,Block wall,"215 mm thickness wall, single skin AAC concrete block, average strength",Materials,Construction
DETAIL-000977,Concrete,concrete-pre-cast,Pre-Cast,"Beams and columns - steel reinforced, recycled steel",Materials,Construction
DETAIL-000458,Glass,glass-single-pane,Single pane,"Pane, 1 mm of glass",Materials,Construction
DETAIL-000459,Glass,glass-single-pane,Single pane,"Pane, 3 mm of glass",Materials,Construction
DETAIL-000460,Glass,glass-single-pane,Single pane,"Pane, 4 mm of glass",Materials,Construction
DETAIL-000461,Glass,glass-single-pane,Single pane,"Pane, 5 mm of glass",Materials,Construction
DETAIL-000463,Glass,glass-single-pane,Single pane,"Pane, 6 mm of glass",Materials,Construction
DETAIL-000464,Glass,glass-single-pane,Single pane,"Pane, 7 mm of glass",Materials,Construction
DETAIL-000466,Glass,glass-single-pane,Single pane,"Pane, 8 mm of glass",Materials,Construction
DETAIL-000467,Glass,glass-single-pane,Single pane,"Pane, 10 mm of glass",Materials,Construction
DETAIL-000470,Glass,glass-single-pane,Single pane,"Pane, 12 mm of glass",Materials,Construction
DETAIL-000475,Glass,glass-double-glazed,Double glazed,"Glazed unit, 1 mm of glass",Materials,Construction
DETAIL-000476,Glass,glass-double-glazed,Double glazed,"Glazed unit, 8 mm of glass",Materials,Construction
DETAIL-000482,Glass,glass-double-glazed,Double glazed,"Glazed unit, 10 mm of glass",Materials,Construction
DETAIL-000488,Glass,glass-double-glazed,Double glazed,"Glazed unit, 12 mm of glass",Materials,Construction
DETAIL-000491,Glass,glass-double-glazed,Double glazed,"Glazed unit, 14 mm of glass",Materials,Construction
DETAIL-000499,Glass,glass-double-glazed,Double glazed,"Glazed unit, 16 mm of glass",Materials,Construction
DETAIL-000501,Glass,glass-double-glazed,Double glazed,"Glazed unit, 20 mm of glass",Materials,Construction
DETAIL-000502,Glass,glass-triple-glazed,Triple glazed,"Glazed unit, 1 mm of glass",Materials,Construction
DETAIL-000503,Glass,glass-triple-glazed,Triple glazed,"Glazed unit, 12 mm of glass",Materials,Construction
DETAIL-000553,Glass,glass-triple-glazed,Triple glazed,"Glazed unit, 15 mm of glass",Materials,Construction
DETAIL-000554,Glass,glass-triple-glazed,Triple glazed,"Glazed unit, 18 mm of glass",Materials,Construction
DETAIL-000555,Glass,glass-triple-glazed,Triple glazed,"Glazed unit, 20 mm of glass",Materials,Construction
DETAIL-000556,Glass,glass-triple-glazed,Triple glazed,"Glazed unit, 24 mm of glass",Materials,Construction
DETAIL-000557,Glass,glass-multi-layer-safety,Multi layer safety,"Filled core, fire resistant, toughened, 1 mm of glass",Materials,Construction
DETAIL-000558,Glass,glass-multi-layer-safety,Multi layer safety,"Filled core, fire resistant, toughened, 10 mm of glass",Materials,Construction
DETAIL-000559,Glass,glass-multi-layer-safety,Multi layer safety,"Filled core, fire resistant, toughened, 12 mm of glass",Materials,Construction
DETAIL-000560,Glass,glass-multi-layer-safety,Multi layer safety,"Filled core, fire resistant, toughened, 14 mm of glass",Materials,Construction
DETAIL-000561,Glass,glass-multi-layer-safety,Multi layer safety,"Filled core, fire resistant, toughened, 16 mm of glass",Materials,Construction
DETAIL-000562,Glass,glass-multi-layer-safety,Multi layer safety,"Unfilled, 1 mm of glass",Materials,Construction
DETAIL-000563,Glass,glass-multi-layer-safety,Multi layer safety,"Unfilled, 8 mm of glass",Materials,Construction
DETAIL-000564,Glass,glass-multi-layer-safety,Multi layer safety,"Unfilled, 10 mm of glass",Materials,Construction
DETAIL-000565,Glass,glass-multi-layer-safety,Multi layer safety,"Unfilled, 12 mm of glass",Materials,Construction
DETAIL-000566,Glass,glass-toughened,Toughened,16 mm of glass,Materials,Construction
DETAIL-000567,Glass,glass-toughened,Toughened,1 mm of glass,Materials,Construction
DETAIL-000568,Glass,glass-toughened,Toughened,2 mm of glass,Materials,Construction
DETAIL-000569,Glass,glass-toughened,Toughened,3 mm of glass,Materials,Construction
DETAIL-000570,Glass,glass-toughened,Toughened,4 mm of glass,Materials,Construction
DETAIL-000571,Glass,glass-toughened,Toughened,5 mm of glass,Materials,Construction
DETAIL-000572,Glass,glass-toughened,Toughened,6 mm of glass,Materials,Construction
DETAIL-000573,Glass,glass-toughened,Toughened,8 mm of glass,Materials,Construction
DETAIL-000574,Glass,glass-toughened,Toughened,10 mm of glass,Materials,Construction
DETAIL-000575,Glass,glass-toughened,Toughened,12 mm of glass,Materials,Construction
DETAIL-000576,Glass,glass-toughened,Toughened,15 mm of glass,Materials,Construction
DETAIL-000577,Glass,glass-sky-light-or-roof,Sky light or roof,Incl. frame,Materials,Construction
DETAIL-003506,Construction Steel,construction-steel-pipe,Pipe,UO Pipe,Materials,Metals
DETAIL-003503,Construction Steel,construction-steel-sheet,Sheet,Tin-free Electrolytic Chrome Coated Steel Sheet - Tin-free (ECCS),Materials,Metals
DETAIL-003139,Construction Steel,construction-steel-sheet-galvanised,Sheet galvanised,Electrogalvanized steel,Materials,Metals
DETAIL-003507,Construction Steel,construction-steel-pipe,Pipe,Welded pipe,Materials,Metals
DETAIL-003350,Construction Steel,construction-steel-sheet,Sheet,Organic coated sheet,Materials,Metals
DETAIL-003505,Construction Steel,construction-steel-plate,Plate,Tinplate,Materials,Metals
DETAIL-003148,Construction Steel,construction-steel-sheet,Sheet,Finished cold-rolled coil,Materials,Metals
DETAIL-003292,Construction Steel,construction-steel-sheet-galvanised,Sheet galvanised,Hot-dip galvanized steel,Materials,Metals
DETAIL-003378,Construction Steel,construction-steel-plate,Plate,Plate,Materials,Metals
DETAIL-003067,Construction Steel,construction-steel-sheet,Sheet,Cold Rolled Coil,Materials,Metals
DETAIL-003377,Construction Steel,construction-steel-sheet,Sheet,Pickled hot-rolled coil,Materials,Metals
DETAIL-003508,Construction Steel,construction-steel-wire,Wire,Wire rod,Materials,Metals
DETAIL-003190,Construction Steel,construction-steel-sheet,Sheet,Hot Rolled Coil,Materials,Metals
DETAIL-003379,Construction Steel,construction-steel-bar-and-rod,Bar and Rod,Rebar,Materials,Metals
DETAIL-003066,Construction Steel,construction-steel-section,Section,,Materials,Metals
DETAIL-003065,Construction Steel,construction-steel-engineering-steel,Engineering steel,,Materials,Metals
DETAIL-003189,Construction Steel,construction-steel-pipe,Pipe,Global seamless tube,Materials,Metals
DETAIL-003380,Construction Steel,construction-steel-bar-and-rod,Bar and Rod,"Rebar, recycled",Materials,Metals
DETAIL-003611,Wood,wood-general,General,Average of all data - No Carbon Storage,Materials,Prodcut components
DETAIL-003640,Wood,wood-chipboard,Chipboard,No Carbon Storage,Materials,Prodcut components
DETAIL-003641,Wood,wood-closed-panel-timber-frame-system,Closed panel timber frame system,No Carbon Storage,Materials,Prodcut components
DETAIL-003642,Wood,wood-clt,CLT,No Carbon Storage,Materials,Prodcut components
DETAIL-003643,Wood,wood-fibreboard,Fibreboard,No Carbon Storage,Materials,Prodcut components
DETAIL-003644,Wood,wood-glulam,Glulam,No Carbon Storage,Materials,Prodcut components
DETAIL-003645,Wood,wood-hardboard,Hardboard,No Carbon Storage,Materials,Prodcut components
DETAIL-003646,Wood,wood-hardwood,Hardwood,No Carbon Storage,Materials,Prodcut components
DETAIL-003647,Wood,wood-laminate,Laminate,No Carbon Storage,Materials,Prodcut components
DETAIL-003648,Wood,wood-laminated-strand-lumber,Laminated strand lumber,No Carbon Storage,Materials,Prodcut components
DETAIL-003649,Wood,wood-laminated-veneer-lumber,Laminated veneer lumber,No Carbon Storage,Materials,Prodcut components
DETAIL-003650,Wood,wood-mdf,MDF,No Carbon Storage,Materials,Prodcut components
DETAIL-003651,Wood,wood-open-panel-timber-frame-system,Open panel timber frame system,No Carbon Storage,Materials,Prodcut components
DETAIL-003652,Wood,wood-osb,OSB,No Carbon Storage,Materials,Prodcut components
DETAIL-003653,Wood,wood-parquet,Parquet,No Carbon Storage,Materials,Prodcut components
DETAIL-003654,Wood,wood-particle-board,Particle Board,No Carbon Storage,Materials,Prodcut components
DETAIL-003656,Wood,wood-softwood,Softwood,No Carbon Storage,Materials,Prodcut components
DETAIL-003657,Wood,wood-wood-i-beam,Wood I-Beam,No Carbon Storage,Materials,Prodcut components
DETAIL-003658,Wood,wood-wood-plastic-composite,Wood-plastic composite,No Carbon Storage,Materials,Prodcut components
DETAIL-003603,Wood,wood-general,General,Average of all data - Including Carbon Storage,Materials,Prodcut components
DETAIL-003612,Wood,wood-chipboard,Chipboard,Including Carbon Storage,Materials,Prodcut components
DETAIL-003613,Wood,wood-closed-panel-timber-frame-system,Closed panel timber frame system,Including Carbon Storage,Materials,Prodcut components
DETAIL-003614,Wood,wood-clt,CLT,Including Carbon Storage,Materials,Prodcut components
DETAIL-003615,Wood,wood-fibreboard,Fibreboard,Including Carbon Storage,Materials,Prodcut components
DETAIL-003625,Wood,wood-glulam,Glulam,Including Carbon Storage,Materials,Prodcut components
DETAIL-003626,Wood,wood-hardboard,Hardboard,Including Carbon Storage,Materials,Prodcut components
DETAIL-003627,Wood,wood-hardwood,Hardwood,Including Carbon Storage,Materials,Prodcut components
DETAIL-003628,Wood,wood-laminate,Laminate,Including Carbon Storage,Materials,Prodcut components
DETAIL-003629,Wood,wood-laminated-strand-lumber,Laminated strand lumber,Including Carbon Storage,Materials,Prodcut components
DETAIL-003630,Wood,wood-laminated-veneer-lumber,Laminated veneer lumber,Including Carbon Storage,Materials,Prodcut components
DETAIL-003631,Wood,wood-mdf,MDF,Including Carbon Storage,Materials,Prodcut components
DETAIL-003632,Wood,wood-open-panel-timber-frame-system,Open panel timber frame system,Including Carbon Storage,Materials,Prodcut components
DETAIL-003633,Wood,wood-osb,OSB,Including Carbon Storage,Materials,Prodcut components
DETAIL-003634,Wood,wood-parquet,Parquet,Including Carbon Storage,Materials,Prodcut components
DETAIL-003635,Wood,wood-particle-board,Particle Board,Including Carbon Storage,Materials,Prodcut components
DETAIL-003636,Wood,wood-plywood,Plywood,Including Carbon Storage,Materials,Prodcut components
DETAIL-003637,Wood,wood-softwood,Softwood,Including Carbon Storage,Materials,Prodcut components
DETAIL-003638,Wood,wood-wood-i-beam,Wood I-Beam,Including Carbon Storage,Materials,Prodcut components
DETAIL-003639,Wood,wood-wood-plastic-composite,Wood-plastic composite,Including Carbon Storage,Materials,Prodcut components
DETAIL-000587,Cooking oil,cooking-oil-palm-oil,Palm oil,,Food,Grocery
DETAIL-000588,Cooking oil,cooking-oil-rapeseed,Rapeseed,,Food,Grocery
DETAIL-000590,Cooking oil,cooking-oil-soybean-oil,Soybean oil,,Food,Grocery
DETAIL-000585,Leather,leather-processed-with-chromium-iii,Processed with Chromium III,,Materials,Textiles
DETAIL-000586,Leather,leather-processed-with-chromium-vi,Processed with Chromium VI,,Materials,Textiles
DETAIL-000591,Cotton,cotton-bio-china,"Bio, China",,Materials,Textiles
DETAIL-000592,Cotton,cotton-bio-usa,"Bio, USA",,Materials,Textiles
DETAIL-000595,Cotton,cotton-conventional-china,"Conventional, China",,Materials,Textiles
DETAIL-000596,Cotton,cotton-conventional-average,"Conventional, Average",,Materials,Textiles
DETAIL-000597,Cotton,cotton-conventional-rest-of-the-world,"Conventional, Rest of the world",,Materials,Textiles
DETAIL-000598,Cotton,cotton-conventional-usa,"Conventional, USA",,Materials,Textiles
DETAIL-000599,Jute fibre,jute-fibre-bangladesh,Bangladesh,,Materials,Textiles
DETAIL-000603,Jute fibre,jute-fibre-bangladesh-rainfed,"Bangladesh, rainfed",,Materials,Textiles
DETAIL-000604,Jute fibre,jute-fibre-india,India,,Materials,Textiles
DETAIL-000605,Jute fibre,jute-fibre-india-rainfed,"India, rainfed",,Materials,Textiles
DETAIL-000606,Jute fibre,jute-fibre-average,Average,Average,Materials,Textiles
DETAIL-000608,Kenaf fibre,kenaf-fibre-india,India,,Materials,Textiles
DETAIL-000610,Kenaf fibre,kenaf-fibre-italy,Italy,,Materials,Textiles
DETAIL-000611,Linseed,linseed-plant-production,Plant production,,Food,Vegetables
DETAIL-000618,Ceramics,ceramics-alumina,Alumina,,Materials,Prodcut components
DETAIL-000620,Ceramics,ceramics-aluminium-nitride,Aluminium Nitride,,Materials,Prodcut components
DETAIL-000629,Ceramics,ceramics-boron-carbide,Boron Carbide,,Materials,Prodcut components
DETAIL-000630,Ceramics,ceramics-germanium,Germanium,,Materials,Prodcut components
DETAIL-000631,Ceramics,ceramics-glaze,Glaze,,Materials,Prodcut components
DETAIL-000632,Ceramics,ceramics-porcelain,Porcelain,,Materials,Prodcut components
DETAIL-000633,Ceramics,ceramics-pzt-piezo-electric-ceramic,PZT Piezo-electric ceramic,,Materials,Prodcut components
DETAIL-000634,Ceramics,ceramics-silicon,Silicon,Carbide,Materials,Prodcut components
DETAIL-000635,Ceramics,ceramics-silicon,Silicon,Estimate,Materials,Prodcut components
DETAIL-000636,Ceramics,ceramics-silicon,Silicon,Nitride estimate,Materials,Prodcut components
DETAIL-000637,Ceramics,ceramics-stoneware,Stoneware,,Materials,Prodcut components
DETAIL-000638,Ceramics,ceramics-tungsten-carbide,Tungsten Carbide,,Materials,Prodcut components
DETAIL-000639,Ceramics,ceramics-zirconia,Zirconia,,Materials,Prodcut components
DETAIL-000640,Acids inorganic,acids-inorganic-hcl,HCL,,Materials,Chemicals
DETAIL-000641,Acids inorganic,acids-inorganic-phosphoric-acid,Phosphoric acid,,Materials,Chemicals
DETAIL-000642,Acids inorganic,acids-inorganic-sulphuric-acid,Sulphuric acid,,Materials,Chemicals
DETAIL-000643,Acids organic,acids-organic-acetic-acid,Acetic acid,,Materials,Chemicals
DETAIL-000644,Fertilizer,fertilizer-fertilizer-n,Fertilizer-N,,Materials,Chemicals
DETAIL-000645,Fertilizer,fertilizer-fertilizer-p,Fertilizer-P,,Materials,Chemicals
DETAIL-000646,Fertilizer,fertilizer-fertilizers-k,Fertilizers-K,,Materials,Chemicals
DETAIL-000647,Fertilizer,fertilizer-argon,Argon,,Materials,Chemicals
DETAIL-000648,Fertilizer,fertilizer-carbon-dioxide-liquid,"Carbon dioxide, liquid",,Materials,Chemicals
DETAIL-000649,Fertilizer,fertilizer-hydrogen-liquid,"Hydrogen, liquid",,Materials,Chemicals
DETAIL-000650,Fertilizer,fertilizer-nitrogen-liquid,"Nitrogen, liquid",,Materials,Chemicals
DETAIL-000651,Fertilizer,fertilizer-oxigen-liquid,"Oxigen, liquid",,Materials,Chemicals
DETAIL-000652,Fertilizer,fertilizer-boron,Boron,,Materials,Chemicals
DETAIL-000653,Fertilizer,fertilizer-cobalt-oxide-coo,Cobalt oxide (CoO),,Materials,Chemicals
DETAIL-000654,Fertilizer,fertilizer-graphite-for-batteries,Graphite for batteries,,Materials,Chemicals
DETAIL-000655,Fertilizer,fertilizer-h2o2-70%-in-h2o,"H2O2, 70% in H2O",,Materials,Chemicals
DETAIL-000656,Fertilizer,fertilizer-koh,KOH,,Materials,Chemicals
DETAIL-000657,Fertilizer,fertilizer-lime,Lime,,Materials,Chemicals
DETAIL-000658,Fertilizer,fertilizer-manganese-dioxide,Manganese dioxide,,Materials,Chemicals
DETAIL-000659,Fertilizer,fertilizer-silicagel,Silicagel,,Materials,Chemicals
DETAIL-000662,Fertilizer,fertilizer-sodium-silicate,Sodium silicate,,Materials,Chemicals
DETAIL-000663,Fertilizer,fertilizer-sodium-sulphate,Sodium sulphate,,Materials,Chemicals
DETAIL-000664,Fertilizer,fertilizer-sulphur,Sulphur,,Materials,Chemicals
DETAIL-000666,Fertilizer,fertilizer-titanium-dioxide,Titanium dioxide,,Materials,Chemicals
DETAIL-000667,Fertilizer,fertilizer-urea,Urea,,Materials,Chemicals
DETAIL-000668,Fertilizer,fertilizer-zinc-oxide,Zinc Oxide,,Materials,Chemicals
DETAIL-000669,Organic Chemicals,organic-chemicals-acetic-anhydride,Acetic Anhydride,Market mix,Materials,Chemicals
DETAIL-000670,Organic Chemicals,organic-chemicals-acetic-anhydride,Acetic Anhydride,Halcon process,Materials,Chemicals
DETAIL-000671,Organic Chemicals,organic-chemicals-acetic-anhydride,Acetic Anhydride,Ketene process,Materials,Chemicals
DETAIL-000672,Organic Chemicals,organic-chemicals-acrylonitrile,Acrylonitrile,,Materials,Chemicals
